,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
The Smiling Lieutenant_1931,False,/55I6zlV1WILGMSzRXE6CbQlUQSV.jpg,"[35, 10749]",31409,en,The Smiling Lieutenant,"A simple wink, intended by Austrian palace guard Lt. Nikolaus von Preyn for girlfriend, Franzi, is accidentally intercepted -- and misread -- by the visiting Princess Anna. As a result, the soldier has no choice but to marry the royal lady and move with her to the neighboring kingdom of Flausenthurm. His girlfriend follows to continue the romance and, subversively, give Princess Anna tips on how to keep her husband satisfied.",1.97,/6CiCOw0DYgi2Fjn3Bl8O5AAYH17.jpg,1931-08-01,The Smiling Lieutenant,False,7.1,40
Flowers and Trees_1931,,,,,,,,,,,,,,
It's Got Me Again_1931,,,,,,,,,,,,,,
Mickey's Orphans_1931,False,/akgwgY79G3zC5wqhzwldBdP5ARl.jpg,"[16, 35, 10751]",134360,en,Mickey's Orphans,"At Christmas time, Mickey Mouse, Minnie and Pluto are beset by an enormous litter of bratty orphan cats.",2.15,/eSLKPBVg7UFgUAYnpjIutXGgxnT.jpg,1931-12-09,Mickey's Orphans,False,5.9,28
The Loud Mouth_1931,,,,,,,,,,,,,,
The Music Box_1931,,,,,,,,,,,,,,
Scratch-As-Catch-Can_1931,False,,[35],173861,en,Scratch-As-Catch-Can,Scratch-As-Catch-Can is a 1932 American short comedy film directed by Mark Sandrich. It was nominated for an Academy Award at the 5th Academy Awards for Best Short Subject (Comedy).,0.6,/vITWW591eu4ZzBpZB3laTmbypMH.jpg,1931-11-06,Scratch-As-Catch-Can,False,3,1
Stout Hearts and Willing Hands_1931,False,,[],233374,en,Stout Hearts and Willing Hands,"Stout Hearts and Willing Hands is a 1931 short comedy film directed by Bryan Foy. It was nominated for an Academy Award in 1932 for Best Short Subject (Comedy), but was disqualified.",0.841,/44cvdy212aqnOnClnLNkSoU3boN.jpg,1931-06-15,Stout Hearts and Willing Hands,False,0,0
Screen Souvenirs_1931,,,,,,,,,,,,,,
Swing High_1931,,,,,,,,,,,,,,
Wrestling Swordfish_1931,False,,[99],173750,en,Wrestling Swordfish,"Wrestling Swordfish is a 1931 American short adventure film produced by Mack Sennett. In 1932, it won an Oscar for Best Short Subject (Novelty) at the 5th Academy Awards.",0.6,/8PBgN5xj9NYB0INuD18rDwj5Gta.jpg,1931-11-08,Wrestling Swordfish,False,0,0
nan_1931,False,,[],932382,ja,何が彼女を殺したか,,0.6,,1931-09-24,Nani ga kanojo o koroshita ka,False,0,0
Lady and Gent_1931,,,,,,,,,,,,,,
The Star Witness_1931,False,/f43FddL2ICsog0BBU0GIVPVRZIS.jpg,"[80, 18]",91961,en,The Star Witness,"A tough District Attorney goes after a murderous crime gang, only to find that his witnesses, an innocent family, have clammed up in fear of reprisals.",1.753,/x1GwC2WEjgXAeRBOwlOhZwyGmmM.jpg,1931-08-22,The Star Witness,False,7.1,8
What Price Hollywood?_1931,,,,,,,,,,,,,,
Berkeley Square_1932,,,,,,,,,,,,,,
The Private Life of Henry VIII_1932,,,,,,,,,,,,,,
I Am a Fugitive from a Chain Gang_1932,False,/nWLMIG4xY4MO2ESGoVfoVemu2a5.jpg,"[80, 18]",29740,en,I Am a Fugitive from a Chain Gang,A World War I veteran’s dreams of becoming a master architect evaporate in the cold light of economic realities. Things get even worse when he’s falsely convicted of a crime and sent to work on a chain gang.,7.57,/jer6lim61i8V6a5HOZq2i07UQQf.jpg,1932-11-09,I Am a Fugitive from a Chain Gang,False,7.8,156
Morning Glory_1932,,,,,,,,,,,,,,
Lady for a Day_1932,,,,,,,,,,,,,,
Cavalcade_1932,,,,,,,,,,,,,,
A Farewell to Arms_1932,False,/ek1883HwUWzFliDaE6FAmJ8XoXi.jpg,"[18, 10749, 10752]",22649,en,A Farewell to Arms,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.",8.445,/eNmPByGZJqlp60nCZRhsAlVAb3F.jpg,1932-12-08,A Farewell to Arms,False,6.3,105
When Ladies Meet_1932,,,,,,,,,,,,,,
nan_1932,False,,[10749],449059,zh,南国之春,"To please his dying father, Hong Yu, a college student, is forced to abandon his girlfriend, Little Hong, and marry his cousin, with disastrous results.",0.651,/iLsyK8UJWcW56jdrkA6RKiNpgB7.jpg,1932-01-01,Spring in the South,False,6,2
Reunion in Vienna_1932,,,,,,,,,,,,,,
The Sign of the Cross_1932,False,/9FntIH0fQjEKm5ZARBjU6a7G2pD.jpg,"[18, 36]",50070,en,The Sign of the Cross,"After burning Rome, Emperor Nero decides to blame the Christians, and issues the edict that they are all to be caught and sent to the arena. Two old Christians are caught, and about to be hauled off, when Marcus, the highest military official in Rome, comes upon them. When he sees their stepdaughter Mercia, he instantly falls in love with her and frees them. Marcus pursues Mercia, which gets him into trouble with Emperor (for being easy on Christians) and with the Empress, who loves him and is jealous.",3.797,/qJdANRQy3BkTJGxXXHKMVoUigSD.jpg,1932-11-30,The Sign of the Cross,False,6.4,32
Little Women_1932,,,,,,,,,,,,,,
42nd Street_1932,,,,,,,,,,,,,,
She Done Him Wrong_1932,,,,,,,,,,,,,,
Smilin' Through_1932,False,/dUQh4cTI19Lg9Y6p7OeylBLdTMl.jpg,"[18, 10749]",84303,en,Smilin' Through,"On the day of his wedding, Sir John Carteret's fiancée, Moonyeen, is killed by a jealous rival named Jeremy, leaving him emotionally devastated. Carteret spends three decades in seclusion, mostly communing with the spirit of Moonyeen, until he learns that her niece, Kathleen, has become an orphan. He adopts and raises the child as his own but is alarmed when, as a young woman, she falls in love with the son of Moonyeen's murderer.",1.234,/aq0rbICU0lGFQlCYMLJwV0iolPv.jpg,1932-09-24,Smilin' Through,False,7,11
State Fair_1932,,,,,,,,,,,,,,
Building a Building_1932,,,,,,,,,,,,,,
The Merry Old Soul_1932,,,,,,,,,,,,,,
The Three Little Pigs_1932,,,,,,,,,,,,,,
Mister Mugg_1932,,,,,,,,,,,,,,
A Preferred List_1932,,,,,,,,,,,,,,
So This Is Harris_1932,,,,,,,,,,,,,,
Krakatoa_1932,,,,,,,,,,,,,,
Menu_1932,,,,,,,,,,,,,,
The Sea_1932,False,/5lKJTlz4p2P2WkkuGfd0VEQbVVK.jpg,[18],156434,en,Law of the Sea,"A sadistic, evil ship captain lusts after a beautiful young girl he spots in town. It turns out that she's the girlfriend of a young man whose father the captain had blinded and cast adrift on the ocean many years before.",0.6,/3fmUjPVrDyeQM4OEqkOCgy9OZFS.jpg,1932-01-20,Law of the Sea,False,5,1
Gold Diggers of 1933_1932,,,,,,,,,,,,,,
One Way Passage_1932,False,/5V3ZGdT4Z7aYXdpP8eCCGqq8N7M.jpg,"[18, 10749, 35]",13634,en,One Way Passage,"A terminally ill woman and a debonair murderer facing execution meet and fall in love on a trans-Pacific crossing, each without knowing the other's secret.",2.372,/c3FRmz3VTtvlmmNBJ7l8ILO0zzD.jpg,1932-10-04,One Way Passage,False,7.3,40
The Prizefighter and the Lady_1932,,,,,,,,,,,,,,
Rasputin and the Empress_1932,False,/5Ik710g5n9AIe0kVHcaLnBganp3.jpg,"[18, 36]",43132,en,Rasputin and the Empress,"The story of corrupt, power-hungry, manipulative Grigori Rasputin's influence on members of the Russian Imperial family and others, and what resulted.",2.594,/txLqNjctfiVbCyxIKa261W5tz70.jpg,1932-12-23,Rasputin and the Empress,False,5.8,6
It Happened One Night_1934,False,/hmiC0MsI0PDd1TJXC62xyw0tX0s.jpg,"[35, 10749]",3078,en,It Happened One Night,"A renegade reporter and a young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",11.923,/2PNUGWAflH6UUumas0POMmokHlc.jpg,1934-02-22,It Happened One Night,False,7.9,991
The Affairs of Cellini_1934,False,/Af8305VTW4PHCPaClt5DAOiKrp6.jpg,"[35, 18, 36]",112951,en,The Affairs of Cellini,The 16th-century sculptor woos the Duchess of Florence despite the duke.,0.787,/xY1ilGKLlLkLhtyYjmYAkOtMObw.jpg,1934-08-24,The Affairs of Cellini,False,5.2,5
The Thin Man_1934,False,/dSXAPWQiGRR7L6utshQIff9niUQ.jpg,"[35, 80, 9648]",3529,en,The Thin Man,A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,10.501,/6cL89ok9t8xEKboOjOVga2W66jj.jpg,1934-05-25,The Thin Man,False,7.5,360
Of Human Bondage_1934,False,/daZ60vvaZhmw5OLcTL4NJL4XLwr.jpg,"[18, 10749]",43905,en,Of Human Bondage,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,5.852,/cpGAPsHnCpifmLKeiLnwNgT157y.jpg,1934-07-20,Of Human Bondage,False,6.5,93
One Night of Love_1934,False,/cVGZyKU75srMlBGtvY7AhZTraq7.jpg,"[10402, 10749]",84097,en,One Night of Love,"Mary Barrett is an aspiring opera singer who is taken under the wings of a famous operatic maestro, Guilio Monterverdi. After spending endless working hours together and arguing, their relationship develops into love. But, jealousy and misunderstandings prevent Mary and Guilio from acknowledging their true feelings.",1.586,/xJyYM2HN2St40KkPbPj6JOvNNeu.jpg,1934-07-16,One Night of Love,False,5.8,9
The Barretts of Wimpole Street_1934,False,/lLmI59EA1gYKuOLVIHt1n7N0CnN.jpg,"[18, 10749]",43693,en,The Barretts of Wimpole Street,"Remarkable poet Elizabeth Barrett is slowly recovering from a crippling illness with the help of her siblings, especially her youngest sister, Henrietta, but feels stifled by the domestic tyranny of her wealthy widowed father. When she meets fellow poet Robert Browning in a romantic first encounter, her heart belongs to him. However, her controlling father has no intention of allowing her out of his sight.",1.94,/noVP6ZLDdAbZeWEbBEyW6C9VNCY.jpg,1934-09-21,The Barretts of Wimpole Street,False,6.3,13
The Gay Divorcee_1934,False,/3mVIM7pfuOW0HRkX49GrVNHX4Og.jpg,"[35, 10749]",28288,en,The Gay Divorcee,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",6.334,/rfPQfRTsl3RKcf77OllAGgVB7ED.jpg,1934-10-12,The Gay Divorcee,False,7,95
The Merry Widow_1934,False,/gbTyjM4dHlvkVtQ0Z1STI5aJKOF.jpg,"[35, 10402, 10749]",43689,en,The Merry Widow,A prince from a small kingdom courts a wealthy widow to keep her money in the country.,3.626,/m3s0YXkIsmpMNIwBpa5xeoClRCQ.jpg,1934-11-02,The Merry Widow,False,7.1,35
Cleopatra_1934,False,/slpR2LO5bVf5I2QxtPPlSM8U6RO.jpg,"[36, 18, 10749]",43902,en,Cleopatra,The queen of Egypt barges the Nile and flirts with Mark Antony and Julius Caesar.,9.136,/2JxuGqS1zLTy0lKUp0twIVPlk4B.jpg,1934-10-05,Cleopatra,False,6.1,56
Imitation of Life_1934,False,/stIYs3ak8LCxRCM1IF2DnzEx1ku.jpg,"[18, 10749]",47921,en,Imitation of Life,"A struggling widow and her daughter take in a black housekeeper and her fair-skinned daughter. The two women start a successful business but face familial, identity, and racial issues along the way.",6.493,/kqymXLeKSb8YWQdMiv3nfQjfP2v.jpg,1934-11-23,Imitation of Life,False,7.1,64
Viva Villa!_1934,False,/x47WOx7vRflR8sGiVdIYDWXkY9t.jpg,[37],43604,en,Viva Villa!,"In this fictionalized biography, young Pancho Villa takes to the hills after killing an overseer in revenge for his father's death.",1.673,/nUB1fXAGHOZ89DzReXp3QEcz2uo.jpg,1934-04-27,Viva Villa!,False,6.3,16
Operator 13_1934,False,/qIG3nO6RQTDTlKTxDp6FuPIinbB.jpg,"[18, 10749, 10752]",111310,en,Operator 13,"American Civil War, 1862. After the disaster of the Second Battle of Bull Run, Major Allen, chief of the Secret Service of the Union, asks actress Gail Loveless to become one of his operators and infiltrate enemy territory.",0.796,/n53ekxC0iWdo4Q1aEUXCPlE8b8t.jpg,1934-06-08,Operator 13,False,5.9,9
Eskimo_1934,,,,,,,,,,,,,,
The Lost Patrol_1934,False,/rt4wkaBe0YEvLMBBp7scJMtEoAP.jpg,"[28, 10752]",46910,en,The Lost Patrol,"A World War I British Army patrol is crossing the Mesopotamian desert when their commanding officer, the only one who knows their destination, is killed by the bullet of unseen bandits. The patrol's sergeant keeps them heading north on the assumption that they will hit their brigade. They stop for the night at an oasis and awaken the next morning to find their horses stolen, their sentry dead, the oasis surrounded and survival difficult.",2.428,/7zwui44GZmgEq1bLZ7uBfjZ5MLX.jpg,1934-02-16,The Lost Patrol,False,6.4,45
Flying Down to Rio_1934,False,/gb01PQypcQVz7Q15vsZQRqhdSQc.jpg,"[35, 10402, 10749]",28293,en,Flying Down to Rio,A dance band leader finds love and success in Brazil.,2.964,/zKBXy84eN6tgwXaYsiFSCgq0GBc.jpg,1933-12-22,Flying Down to Rio,False,6.4,48
She Loves Me Not_1934,False,/6LaNcaa1zyQdhvqz8r7wD0v52V1.jpg,"[35, 80]",111582,en,She Loves Me Not,A cabaret dancer witnesses a murder and is forced to hide from gangsters by disguising herself as a male Princeton student.,0.6,/wl70yoLCiduwAvm66IxnhZyNTgE.jpg,1934-08-31,She Loves Me Not,False,4.5,2
Flirtation Walk_1934,False,/d9qEKR1IA2sJJdd3UQmip1QJQx4.jpg,"[10402, 10749]",84100,en,Flirtation Walk,"A private stationed in Hawaii gets involved with the general's engaged daughter. In order to avoid a scandal, the pair break up, but meet again years later when he's at West Point producing the annual play that turns out to star her.",1.4,/4WP0c2tSBW1urf3xKcELdptVuq1.jpg,1934-12-01,Flirtation Walk,False,5.1,7
Here Comes the Navy_1934,False,/6Ag72HFOs0TusUiPeohCpg4b5JH.jpg,"[10752, 18]",84099,en,Here Comes the Navy,A cocky guy joins the Navy for the wrong reason but finds romance and twice is cited for heroism.,0.883,/ds1PRNhizvCtnmDsp1EvrUzs1LI.jpg,1934-07-21,Here Comes the Navy,False,5.8,12
The House of Rothschild_1934,False,/uIkXyOqSoIXggEXAgIWESmSZEJ4.jpg,"[18, 36]",57035,en,The House of Rothschild,"The story of the rise of the Rothschild financial empire founded by Mayer Rothschild and continued by his five sons. From humble beginnings the business grows and helps to finance the war against Napoleon, but it's not always easy, especially because of the prejudices against Jews.",2.674,/emqmRhpoMpN565Djn4yps3GnZal.jpg,1934-04-07,The House of Rothschild,False,6.1,14
The White Parade_1934,False,/o2jszhiNYwyJ882pG7UIEu9vU9K.jpg,[18],84095,en,The White Parade,"The title represents the hopeful, ambitious students at a hospital training school and is primarily a story of the stern discipline and laborious physical and mental toil they endure in order to become nurses and join the White Parade. It is told mainly through the character of June Arden who finds romance with Ronald Hall III on the way, with side stories of the other girls who find failure, success, laughs and tears on the way.",0.6,/1S8Lddk2JI6phE4veYhF1qyUA64.jpg,1934-11-16,The White Parade,False,6,1
Holiday Land_1934,False,,"[16, 10751]",233662,en,Holiday Land,"Scrappy does not want to get up and go to school. As the days peel off his calendar, the dates representing holidays come to life. Father time, in particular, takes Scrappy on a holidays tour.",0.6,/v8pJYDovhrhWRSCdBXtOoR1l13Z.jpg,1934-11-09,Holiday Land,False,5,3
Jolly Little Elves_1934,False,/3WTlrurXA4b3PVgSWvlvKweJY7D.jpg,"[10402, 16, 35]",180775,en,Jolly Little Elves,"A poor shoemaker and his wife have only a stale donut and a cup of coffee left to share. An elf drops by, and they offer to share with him. He teaches them (in song) to dunk the donut in the coffee. Later, as they sleep, he brings several other elves back, and they work through the night making shoes in humorous ways. The shoes are a success. Soon, the shoemaker and his wife are quite prosperous. They treat the elves to a feast of donuts and coffee, and the elves treat us to another chorus of ""Dunk! Dunk! Dunk!"".",0.866,/eoQVSSGkmf3ARAfweNr1ZlHssms.jpg,1934-10-01,Jolly Little Elves,False,5.6,8
The Tortoise and the Hare_1934,,,,,,,,,,,,,,
La Cucaracha_1934,False,/ksJxZXQ6KAiEo0ZQlCEXYv8EUzJ.jpg,"[35, 10402]",177032,en,La Cucaracha,"Señor Martinez, a famous theater owner, visits a local café in Mexico because of its reputation for good food and to audition the famous dancer who performs there. Martinez tells the café owner that if the dancer is as good as he has heard, he will offer the dancer a contract to perform in his theater. The café's female singer hears about this and is determined that he won't leave the café without her.",0.98,/xmLPwUN6aDdMOoPNXvy9vdk8JlE.jpg,1934-08-31,La Cucaracha,False,5.1,7
Men in Black_1934,False,/ggc0ZJa5rgGsgbfxmTUpxT0JxEe.jpg,[35],115029,en,Men in Black,"The stooges are three doctors who graduated medical school by being in it for too many years. They come across such problems as an overly chirpy nurse, a mental patient, and a combination to a safe swallowed by the hospital superintendent in the course of their attempt to get through the day.",1.393,/2kBOhxpwc7ZHO6Y3CzKTrhtkTO4.jpg,1934-09-28,Men in Black,False,7.2,30
"What, No Men!_1934",,,,,,,,,,,,,,
Bosom Friends_1934,False,,[],233660,en,Bosom Friends,Bosom Friends is a 1934 American short film produced by E. W. Hammons. It was nominated for an Academy Award at the 7th Academy Awards in 1934 for Best Short Subject (Novelty).,0.6,/lCS6InqMXfzRc2plQ8hmoDjbpxT.jpg,1934-01-01,Bosom Friends,False,0,0
City of Wax_1934,False,,[99],233656,en,City of Wax,City of Wax is a 1934 American short documentary film produced by Horace and Stacy Woodard about the life of a bee. It won the Oscar at the 7th Academy Awards in 1935 for Best Short Subject (Novelty).,0.6,/4JzuLg4xSL4A0QwGIS65K01pRXL.jpg,1934-02-09,City of Wax,False,6,5
Strikes and Spares_1934,False,/nntxHWQYDzydZS6IeqNDnS9znGq.jpg,"[35, 10751]",178380,en,Strikes and Spares,This short features professional bowler Andy Varipapa. He first shows the correct way to grip a bowling ball and the proper form for delivering the ball down the alley. He then performs several trick shots.,1.023,/hXyx3FyaiEAQxgO4XaB8Bx4faAd.jpg,1934-10-20,Strikes and Spares,False,5.7,10
